7,6,8,3,5,12,3,6,5,3
18,56,22,20,15,57,16,56,24,13
1,9,6,6,2,5,55,2,3,16
8,5,5,5,3,2,8,8,6,7
3,7,1,5,2,2,6,0,5,4
4,5,6,9,7,1,55,4,4,2
57,24,45,35,44,35,57,26,17,25
45,40,50,39,53,53,41,19,15,54
42,53,33,54,54,36,43,52,45,54
51,53,52,55,41,21,51,49,44,50
53,54,52,48,25,41,44,48,54,55
54,52,53,51,42,29,54,36,31,49
54,8,51,12,9,7,45,54,18,19
37,45,54,48,51,53,47,47,53,54
0,0,0,0,1,1,0,0,1,0
1,10,1,1,0,0,0,1,1,1
0,0,1,1,0,0,1,0,1,0
0,0,0,0,0,0,1,0,0,0
1,0,1,0,0,2,0,1,0,3
0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0
0,0,2,1,0,1,0,1,0,1
1,1,0,0,0,0,2,0,0,0
0,0,0,0,0,1,1,0,1,1
0,0,0,1,0,0,1,1,0,1
1,2,0,1,1,1,0,1,1,1
2,1,6,0,1,1,2,8,1,0
1,1,0,0,1,1,3,0,1,0
15,9,17,36,20,77,21,17,78,15
79,64,43,59,79,69,76,64,60,55
60,31,16,79,13,15,18,29,22,25
31,14,5,6,32,11,7,5,5,10
20,10,8,14,26,13,19,13,14,18
24,25,23,17,23,26,79,25,25,16
5,6,3,4,5,7,6,6,7,6
0,4,1,4,5,3,5,4,4,6
32,6,9,3,4,4,8,6,5,18
33,31,20,17,19,28,16,22,79,21
9,13,13,10,6,11,10,11,17,13
8,9,7,5,10,7,4,32,32,6
23,20,30,30,16,30,32,32,26,31
6,9,9,9,11,9,11,13,6,32
0,2,2,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,33,0,0
1,2,0,0,1,2,0,1,0,2
0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,1
26,30,31,31,32,33,25,21,19,24
77,72,66,65,76,71,77,77,68,72
49,61,61,42,76,73,76,56,63,40
29,33,18,32,23,31,18,17,14,20
73,51,78,71,65,77,66,73,77,72
77,60,73,50,41,54,75,67,52,76
2,1,0,1,0,1,0,2,0,0
37,63,63,55,64,74,73,77,49,77
0,0,2,0,1,2,0,0,0,1
0,1,1,0,0,0,1,0,0,0
0,1,2,1,0,2,0,1,1,1
0,0,1,2,2,0,2,2,1,4
0,1,2,1,2,0,0,1,2,1
3,3,1,1,0,1,1,3,0,3
12,7,3,23,13,7,15,17,14,1
44,44,39,44,43,44,44,44,35,44
41,27,43,35,41,44,31,43,43,36
17,18,16,17,23,23,22,23,19,23
44,44,25,42,40,44,37,43,38,44
30,20,42,36,40,31,14,25,40,14
12,7,11,8,10,11,8,13,6,9
36,44,38,44,44,34,38,43,44,44
8,1,7,5,10,5,67,2,12,1
1,1,3,2,2,3,3,3,3,1
9,7,3,7,5,4,3,14,67,9
8,3,8,4,5,3,3,6,6,4
0,1,1,1,1,1,1,0,0,8
3,0,1,1,0,0,67,1,4,3
2,0,2,1,0,0,1,0,1,0
2,2,0,1,1,1,2,2,1,1
0,1,0,0,0,0,0,0,0,0
1,2,3,2,0,2,0,0,1,2
6,2,1,2,4,4,1,4,5,1
1,1,1,0,1,1,3,2,0,3
3,1,3,2,3,6,2,1,2,2
0,0,1,0,2,3,1,1,0,1
44,39,41,45,45,45,34,45,26,26
26,43,40,42,43,44,44,44,44,45
32,42,34,36,23,18,24,18,30,23
55,63,61,65,65,57,56,36,40,35
35,29,39,44,40,32,27,13,45,41
19,15,10,41,29,44,29,16,8,26
1,3,0,2,0,0,0,3,2,1
1,1,4,0,0,0,1,1,0,1
2,9,6,9,4,6,8,2,4,5
2,2,1,1,0,3,3,2,2,3
3,4,8,5,2,4,64,2,4,1
10,4,6,4,4,4,2,5,3,9
63,63,62,59,56,66,65,65,49,65
8,0,3,1,2,3,7,5,7,13
52,61,56,67,50,50,90,57,73,45
6,2,4,4,0,5,0,3,4,1
90,90,63,45,89,90,55,91,89,54
6,19,14,9,20,5,4,6,9,16
90,90,90,39,70,89,35,74,90,87
42,56,80,82,77,90,90,90,52,52
73,81,91,91,61,89,89,74,89,88
20,20,19,14,16,21,20,13,21,21
0,1,3,2,3,2,1,0,3,3
13,11,13,13,90,18,17,14,17,19
3,3,0,3,2,3,3,2,3,2
2,0,21,1,1,2,1,1,1,5
3,1,3,4,3,2,5,2,4,1
5,3,5,7,21,2,3,4,4,3
4,14,7,13,14,12,14,14,14,10
2,0,2,1,0,1,2,0,2,0
10,13,13,13,5,8,13,12,6,13
9,10,12,9,9,8,9,3,4,12
7,14,9,9,6,12,12,11,11,6
14,14,14,8,14,13,12,12,12,14
9,13,14,13,14,10,12,10,6,12
11,8,10,6,5,9,11,6,7,11
3,2,3,1,2,1,5,2,1,2
0,0,1,1,0,1,1,1,0,1
0,1,0,0,0,1,1,1,2,11
0,1,0,0,0,1,0,0,1,0
0,0,0,1,0,0,0,0,0,1
0,0,0,1,0,0,0,0,2,0
1,0,5,0,4,3,0,0,2,0
3,1,0,2,2,0,0,0,2,1
3,1,4,3,1,1,2,60,0,3
2,1,2,57,3,0,0,1,1,1
1,0,1,3,3,1,0,0,2,2
4,1,2,3,4,2,0,2,4,3
3,2,0,0,1,1,3,3,0,1
5,4,3,4,4,3,1,3,5,4
4,4,2,2,0,2,4,3,2,3
2,6,1,3,6,2,5,2,7,2
6,5,3,2,6,5,4,1,7,4
5,3,1,2,2,2,4,3,2,3
5,3,1,6,3,4,2,4,3,3
4,1,2,4,2,7,2,3,3,5
0,0,0,1,0,0,0,0,0,0
3,1,1,1,1,2,0,1,1,0
2,0,1,2,1,0,0,2,1,1
1,0,0,3,1,1,4,4,3,0
0,1,0,1,1,1,2,0,1,0
2,3,1,2,0,0,0,0,0,2
0,0,1,0,0,1,0,1,0,0
1,1,5,4,4,1,1,81,8,3
3,3,1,6,5,0,4,4,3,4
1,3,2,2,4,4,2,1,1,3
2,3,3,2,3,2,4,3,1,4
3,3,5,2,5,6,3,6,3,4
3,6,9,7,7,11,5,4,6,9
4,4,3,1,4,1,3,5,3,8
71,80,81,81,81,80,81,79,80,81
81,81,81,81,81,81,81,81,81,81
82,82,82,82,81,81,81,81,82,82
34,30,32,30,34,34,34,34,34,34
74,80,68,72,75,76,81,81,81,74
82,80,81,80,81,81,81,81,82,80
19,6,45,28,15,4,6,11,81,10
18,7,0,2,1,1,33,3,4,7
0,34,34,34,4,6,7,11,34,2
24,11,14,56,80,10,21,16,22,19
17,5,20,30,22,9,20,14,20,10
5,5,34,3,27,8,11,7,4,16
35,34,34,31,33,33,33,34,34,30
6,8,18,10,6,9,11,1,18,10
12,13,20,15,14,11,71,71,12,12
17,10,5,13,8,12,10,7,10,14
18,12,17,13,19,12,31,22,17,19
92,16,22,22,16,91,24,24,32,19
17,27,19,23,24,21,16,70,71,12
70,7,12,8,11,4,6,70,10,6
20,24,70,26,14,13,11,11,70,17
18,8,8,16,8,17,15,11,13,11
6,9,8,9,14,12,26,9,5,8
13,8,8,6,4,16,9,10,8,8
15,13,92,4,9,13,5,9,11,8
92,17,91,29,27,22,23,26,24,23
11,6,8,9,10,8,8,15,7,14
17,13,27,13,11,18,9,14,10,17
0,0,0,0,0,0,0,0,0,0
1,4,24,21,5,17,2,2,8,9
0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,2,0,2,0,0,0,0,0,0
9,15,20,5,27,46,15,28,10,18
23,6,6,9,9,12,24,12,25,5
12,16,46,5,45,26,6,18,13,30
9,47,46,46,34,14,46,18,10,12
