avg_node_degree,gain_resistance_chance,num_nodes,recovery_chance,virus_check_frequency,virus_spread_chance,scenario,policy,model
7.0,0.49638671875000007,37.0,0.69677734375,0.43662109375,0.55087890625,144,None,VirusOnNetwork
7.0,0.49638671875000007,37.0,0.28720703125,0.54208984375,0.55087890625,145,None,VirusOnNetwork
7.0,0.49638671875000007,37.0,0.28720703125,0.43662109375,0.97626953125,146,None,VirusOnNetwork
7.0,0.15009765625000002,81.0,0.69677734375,0.54208984375,0.97626953125,147,None,VirusOnNetwork
6.0,0.49638671875000007,81.0,0.69677734375,0.54208984375,0.97626953125,148,None,VirusOnNetwork
6.0,0.15009765625000002,37.0,0.69677734375,0.54208984375,0.97626953125,149,None,VirusOnNetwork
6.0,0.15009765625000002,81.0,0.28720703125,0.54208984375,0.97626953125,150,None,VirusOnNetwork
6.0,0.15009765625000002,81.0,0.69677734375,0.43662109375,0.97626953125,151,None,VirusOnNetwork
6.0,0.15009765625000002,81.0,0.69677734375,0.54208984375,0.55087890625,152,None,VirusOnNetwork
6.0,0.15009765625000002,81.0,0.69677734375,0.54208984375,0.97626953125,153,None,VirusOnNetwork
4.0,0.94638671875,82.0,0.73720703125,0.88662109375,0.10087890625000001,154,None,VirusOnNetwork
3.0,0.94638671875,82.0,0.73720703125,0.88662109375,0.10087890625000001,155,None,VirusOnNetwork
4.0,0.60009765625,82.0,0.73720703125,0.88662109375,0.10087890625000001,156,None,VirusOnNetwork
4.0,0.94638671875,35.0,0.73720703125,0.88662109375,0.10087890625000001,157,None,VirusOnNetwork
4.0,0.94638671875,82.0,0.24677734375000002,0.88662109375,0.10087890625000001,158,None,VirusOnNetwork
4.0,0.94638671875,82.0,0.73720703125,0.99208984375,0.10087890625000001,159,None,VirusOnNetwork
4.0,0.94638671875,82.0,0.73720703125,0.88662109375,0.52626953125,160,None,VirusOnNetwork
4.0,0.60009765625,35.0,0.24677734375000002,0.99208984375,0.52626953125,161,None,VirusOnNetwork
3.0,0.94638671875,35.0,0.24677734375000002,0.99208984375,0.52626953125,162,None,VirusOnNetwork
3.0,0.60009765625,82.0,0.24677734375000002,0.99208984375,0.52626953125,163,None,VirusOnNetwork
3.0,0.60009765625,35.0,0.73720703125,0.99208984375,0.52626953125,164,None,VirusOnNetwork
3.0,0.60009765625,35.0,0.24677734375000002,0.88662109375,0.52626953125,165,None,VirusOnNetwork
3.0,0.60009765625,35.0,0.24677734375000002,0.99208984375,0.10087890625000001,166,None,VirusOnNetwork
3.0,0.60009765625,35.0,0.24677734375000002,0.99208984375,0.52626953125,167,None,VirusOnNetwork
5.0,0.38388671875,71.0,0.62470703125,0.99912109375,0.43837890625,168,None,VirusOnNetwork
6.0,0.38388671875,71.0,0.62470703125,0.99912109375,0.43837890625,169,None,VirusOnNetwork
5.0,0.26259765625,71.0,0.62470703125,0.99912109375,0.43837890625,170,None,VirusOnNetwork
5.0,0.38388671875,92.0,0.62470703125,0.99912109375,0.43837890625,171,None,VirusOnNetwork
5.0,0.38388671875,71.0,0.80927734375,0.99912109375,0.43837890625,172,None,VirusOnNetwork
5.0,0.38388671875,71.0,0.62470703125,0.42958984375,0.43837890625,173,None,VirusOnNetwork
5.0,0.38388671875,71.0,0.62470703125,0.99912109375,0.41376953125000004,174,None,VirusOnNetwork
5.0,0.26259765625,92.0,0.80927734375,0.42958984375,0.41376953125000004,175,None,VirusOnNetwork
6.0,0.38388671875,92.0,0.80927734375,0.42958984375,0.41376953125000004,176,None,VirusOnNetwork
6.0,0.26259765625,71.0,0.80927734375,0.42958984375,0.41376953125000004,177,None,VirusOnNetwork
6.0,0.26259765625,92.0,0.62470703125,0.42958984375,0.41376953125000004,178,None,VirusOnNetwork
6.0,0.26259765625,92.0,0.80927734375,0.99912109375,0.41376953125000004,179,None,VirusOnNetwork
6.0,0.26259765625,92.0,0.80927734375,0.42958984375,0.43837890625,180,None,VirusOnNetwork
6.0,0.26259765625,92.0,0.80927734375,0.42958984375,0.41376953125000004,181,None,VirusOnNetwork
8.0,0.83388671875,25.0,0.17470703125,0.5491210937500001,0.88837890625,182,None,VirusOnNetwork
2.0,0.83388671875,25.0,0.17470703125,0.5491210937500001,0.88837890625,183,None,VirusOnNetwork
8.0,0.71259765625,25.0,0.17470703125,0.5491210937500001,0.88837890625,184,None,VirusOnNetwork
8.0,0.83388671875,47.0,0.17470703125,0.5491210937500001,0.88837890625,185,None,VirusOnNetwork
8.0,0.83388671875,25.0,0.35927734375,0.5491210937500001,0.88837890625,186,None,VirusOnNetwork
8.0,0.83388671875,25.0,0.17470703125,0.87958984375,0.88837890625,187,None,VirusOnNetwork
8.0,0.83388671875,25.0,0.17470703125,0.5491210937500001,0.86376953125,188,None,VirusOnNetwork
8.0,0.71259765625,47.0,0.35927734375,0.87958984375,0.86376953125,189,None,VirusOnNetwork
2.0,0.83388671875,47.0,0.35927734375,0.87958984375,0.86376953125,190,None,VirusOnNetwork
2.0,0.71259765625,25.0,0.35927734375,0.87958984375,0.86376953125,191,None,VirusOnNetwork
2.0,0.71259765625,47.0,0.17470703125,0.87958984375,0.86376953125,192,None,VirusOnNetwork
2.0,0.71259765625,47.0,0.35927734375,0.5491210937500001,0.86376953125,193,None,VirusOnNetwork
2.0,0.71259765625,47.0,0.35927734375,0.87958984375,0.88837890625,194,None,VirusOnNetwork
2.0,0.71259765625,47.0,0.35927734375,0.87958984375,0.86376953125,195,None,VirusOnNetwork
6.0,0.15888671875000002,94.0,0.84970703125,0.32412109375,0.66337890625,196,None,VirusOnNetwork
7.0,0.15888671875000002,94.0,0.84970703125,0.32412109375,0.66337890625,197,None,VirusOnNetwork
6.0,0.93759765625,94.0,0.84970703125,0.32412109375,0.66337890625,198,None,VirusOnNetwork
6.0,0.15888671875000002,24.0,0.84970703125,0.32412109375,0.66337890625,199,None,VirusOnNetwork
6.0,0.15888671875000002,94.0,0.13427734375,0.32412109375,0.66337890625,200,None,VirusOnNetwork
6.0,0.15888671875000002,94.0,0.84970703125,0.65458984375,0.66337890625,201,None,VirusOnNetwork
6.0,0.15888671875000002,94.0,0.84970703125,0.32412109375,0.63876953125,202,None,VirusOnNetwork
6.0,0.93759765625,24.0,0.13427734375,0.65458984375,0.63876953125,203,None,VirusOnNetwork
7.0,0.15888671875000002,24.0,0.13427734375,0.65458984375,0.63876953125,204,None,VirusOnNetwork
7.0,0.93759765625,94.0,0.13427734375,0.65458984375,0.63876953125,205,None,VirusOnNetwork
7.0,0.93759765625,24.0,0.84970703125,0.65458984375,0.63876953125,206,None,VirusOnNetwork
7.0,0.93759765625,24.0,0.13427734375,0.32412109375,0.63876953125,207,None,VirusOnNetwork
7.0,0.93759765625,24.0,0.13427734375,0.65458984375,0.66337890625,208,None,VirusOnNetwork
7.0,0.93759765625,24.0,0.13427734375,0.65458984375,0.63876953125,209,None,VirusOnNetwork
3.0,0.60888671875,48.0,0.39970703125000007,0.77412109375,0.21337890625,210,None,VirusOnNetwork
4.0,0.60888671875,48.0,0.39970703125000007,0.77412109375,0.21337890625,211,None,VirusOnNetwork
3.0,0.48759765625000007,48.0,0.39970703125000007,0.77412109375,0.21337890625,212,None,VirusOnNetwork
3.0,0.60888671875,69.0,0.39970703125000007,0.77412109375,0.21337890625,213,None,VirusOnNetwork
3.0,0.60888671875,48.0,0.5842773437500001,0.77412109375,0.21337890625,214,None,VirusOnNetwork
3.0,0.60888671875,48.0,0.39970703125000007,0.20458984375,0.21337890625,215,None,VirusOnNetwork
3.0,0.60888671875,48.0,0.39970703125000007,0.77412109375,0.18876953125,216,None,VirusOnNetwork
3.0,0.48759765625000007,69.0,0.5842773437500001,0.20458984375,0.18876953125,217,None,VirusOnNetwork
4.0,0.60888671875,69.0,0.5842773437500001,0.20458984375,0.18876953125,218,None,VirusOnNetwork
4.0,0.48759765625000007,48.0,0.5842773437500001,0.20458984375,0.18876953125,219,None,VirusOnNetwork
4.0,0.48759765625000007,69.0,0.39970703125000007,0.20458984375,0.18876953125,220,None,VirusOnNetwork
4.0,0.48759765625000007,69.0,0.5842773437500001,0.77412109375,0.18876953125,221,None,VirusOnNetwork
4.0,0.48759765625000007,69.0,0.5842773437500001,0.20458984375,0.21337890625,222,None,VirusOnNetwork
4.0,0.48759765625000007,69.0,0.5842773437500001,0.20458984375,0.18876953125,223,None,VirusOnNetwork
2.0,0.44013671875000004,99.0,0.11845703125000001,0.15537109375000002,0.15712890625,224,None,VirusOnNetwork
5.0,0.44013671875000004,99.0,0.11845703125000001,0.15537109375000002,0.15712890625,225,None,VirusOnNetwork
2.0,0.31884765625,99.0,0.11845703125000001,0.15537109375000002,0.15712890625,226,None,VirusOnNetwork
2.0,0.44013671875000004,98.0,0.11845703125000001,0.15537109375000002,0.15712890625,227,None,VirusOnNetwork
2.0,0.44013671875000004,99.0,0.30302734375,0.15537109375000002,0.15712890625,228,None,VirusOnNetwork
2.0,0.44013671875000004,99.0,0.11845703125000001,0.14833984375,0.15712890625,229,None,VirusOnNetwork
2.0,0.44013671875000004,99.0,0.11845703125000001,0.15537109375000002,0.24501953125,230,None,VirusOnNetwork
2.0,0.31884765625,98.0,0.30302734375,0.14833984375,0.24501953125,231,None,VirusOnNetwork
5.0,0.44013671875000004,98.0,0.30302734375,0.14833984375,0.24501953125,232,None,VirusOnNetwork
5.0,0.31884765625,99.0,0.30302734375,0.14833984375,0.24501953125,233,None,VirusOnNetwork
5.0,0.31884765625,98.0,0.11845703125000001,0.14833984375,0.24501953125,234,None,VirusOnNetwork
5.0,0.31884765625,98.0,0.30302734375,0.15537109375000002,0.24501953125,235,None,VirusOnNetwork
5.0,0.31884765625,98.0,0.30302734375,0.14833984375,0.15712890625,236,None,VirusOnNetwork
5.0,0.31884765625,98.0,0.30302734375,0.14833984375,0.24501953125,237,None,VirusOnNetwork
6.0,0.89013671875,54.0,0.56845703125,0.60537109375,0.60712890625,238,None,VirusOnNetwork
2.0,0.89013671875,54.0,0.56845703125,0.60537109375,0.60712890625,239,None,VirusOnNetwork
6.0,0.76884765625,54.0,0.56845703125,0.60537109375,0.60712890625,240,None,VirusOnNetwork
6.0,0.89013671875,52.0,0.56845703125,0.60537109375,0.60712890625,241,None,VirusOnNetwork
6.0,0.89013671875,54.0,0.75302734375,0.60537109375,0.60712890625,242,None,VirusOnNetwork
6.0,0.89013671875,54.0,0.56845703125,0.59833984375,0.60712890625,243,None,VirusOnNetwork
6.0,0.89013671875,54.0,0.56845703125,0.60537109375,0.69501953125,244,None,VirusOnNetwork
6.0,0.76884765625,52.0,0.75302734375,0.59833984375,0.69501953125,245,None,VirusOnNetwork
2.0,0.89013671875,52.0,0.75302734375,0.59833984375,0.69501953125,246,None,VirusOnNetwork
2.0,0.76884765625,54.0,0.75302734375,0.59833984375,0.69501953125,247,None,VirusOnNetwork
2.0,0.76884765625,52.0,0.56845703125,0.59833984375,0.69501953125,248,None,VirusOnNetwork
2.0,0.76884765625,52.0,0.75302734375,0.60537109375,0.69501953125,249,None,VirusOnNetwork
2.0,0.76884765625,52.0,0.75302734375,0.59833984375,0.60712890625,250,None,VirusOnNetwork
2.0,0.76884765625,52.0,0.75302734375,0.59833984375,0.69501953125,251,None,VirusOnNetwork
8.0,0.21513671875,77.0,0.34345703125000004,0.83037109375,0.83212890625,252,None,VirusOnNetwork
7.0,0.21513671875,77.0,0.34345703125000004,0.83037109375,0.83212890625,253,None,VirusOnNetwork
8.0,0.99384765625,77.0,0.34345703125000004,0.83037109375,0.83212890625,254,None,VirusOnNetwork
8.0,0.21513671875,29.0,0.34345703125000004,0.83037109375,0.83212890625,255,None,VirusOnNetwork
8.0,0.21513671875,77.0,0.97802734375,0.83037109375,0.83212890625,256,None,VirusOnNetwork
8.0,0.21513671875,77.0,0.34345703125000004,0.82333984375,0.83212890625,257,None,VirusOnNetwork
8.0,0.21513671875,77.0,0.34345703125000004,0.83037109375,0.92001953125,258,None,VirusOnNetwork
8.0,0.99384765625,29.0,0.97802734375,0.82333984375,0.92001953125,259,None,VirusOnNetwork
7.0,0.21513671875,29.0,0.97802734375,0.82333984375,0.92001953125,260,None,VirusOnNetwork
7.0,0.99384765625,77.0,0.97802734375,0.82333984375,0.92001953125,261,None,VirusOnNetwork
7.0,0.99384765625,29.0,0.34345703125000004,0.82333984375,0.92001953125,262,None,VirusOnNetwork
7.0,0.99384765625,29.0,0.97802734375,0.83037109375,0.92001953125,263,None,VirusOnNetwork
7.0,0.99384765625,29.0,0.97802734375,0.82333984375,0.83212890625,264,None,VirusOnNetwork
7.0,0.99384765625,29.0,0.97802734375,0.82333984375,0.92001953125,265,None,VirusOnNetwork
4.0,0.66513671875,31.0,0.79345703125,0.38037109375,0.38212890625000007,266,None,VirusOnNetwork
3.0,0.66513671875,31.0,0.79345703125,0.38037109375,0.38212890625000007,267,None,VirusOnNetwork
4.0,0.54384765625,31.0,0.79345703125,0.38037109375,0.38212890625000007,268,None,VirusOnNetwork
