28,30,33,22,33,19,34,32,27,31
25,0,23,19,22,0,29,0,19,22
53,48,49,51,56,48,2,53,52,45
27,26,30,28,30,33,29,28,21,26
11,9,11,19,11,6,10,12,6,12
16,16,15,18,16,19,0,10,16,14
0,28,20,18,18,21,0,24,20,25
14,8,9,10,2,7,24,21,19,1
3,0,5,0,0,4,1,0,2,1
1,7,4,4,13,16,10,11,12,10
1,1,11,8,39,23,21,20,1,0
1,2,2,4,17,24,1,25,28,6
0,16,4,11,16,23,15,0,11,15
18,17,3,4,2,9,5,8,1,2
9,8,9,10,10,9,8,9,10,11
9,1,9,7,9,11,11,10,10,9
9,11,10,7,10,10,6,9,9,9
7,10,9,6,9,8,9,10,9,8
8,9,9,10,11,9,11,9,9,8
8,10,9,8,9,10,10,10,9,10
7,9,10,11,10,11,11,10,10,9
8,9,7,9,9,8,9,9,9,9
8,9,9,10,10,10,8,10,8,10
9,11,11,10,11,9,9,10,10,10
9,5,7,8,7,5,6,8,8,7
10,9,10,9,9,9,9,9,9,9
9,10,4,8,7,7,9,2,8,9
9,9,9,8,9,9,9,8,8,9
58,66,69,64,51,2,62,66,1,60
0,33,42,40,0,25,3,43,43,43
56,49,54,0,52,57,60,56,50,53
1,21,25,24,0,25,25,27,28,25
64,54,67,56,64,60,63,60,60,65
49,55,61,66,57,61,0,58,54,62
70,72,75,72,71,75,71,69,70,74
26,28,30,26,25,26,28,29,24,26
0,25,26,28,26,27,24,26,24,19
54,51,52,57,52,56,58,47,0,55
20,17,23,20,25,21,24,23,15,24
20,18,21,25,15,21,21,0,0,21
10,11,2,2,17,2,0,0,7,1
25,22,21,22,22,23,21,17,18,0
18,16,20,19,24,26,24,20,20,20
24,23,18,25,19,21,20,17,23,26
18,17,13,17,20,18,22,1,21,19
43,46,46,51,39,40,57,51,44,42
21,24,20,15,23,21,17,22,15,18
32,33,33,31,34,32,32,33,30,29
14,9,9,11,2,1,14,11,17,13
1,32,34,42,2,37,1,1,34,24
57,54,54,55,11,47,2,55,58,61
19,1,23,18,20,21,26,23,21,19
45,51,0,47,53,0,42,50,1,25
14,22,22,32,37,27,14,23,25,15
66,67,67,66,64,71,71,63,66,66
59,54,48,50,51,43,41,1,52,1
10,16,11,17,12,11,10,13,14,11
14,15,13,13,13,13,10,12,19,6
4,6,3,7,3,4,3,3,6,5
27,31,23,23,25,24,25,24,24,25
22,20,19,19,17,16,19,21,19,18
18,21,19,23,21,20,22,17,23,19
12,12,11,0,6,6,9,6,13,9
0,0,5,0,1,0,0,0,10,0
3,22,1,12,3,0,23,1,1,8
3,3,5,7,0,0,1,0,4,0
0,0,12,8,11,0,11,0,13,0
5,13,2,8,8,7,13,10,9,11
27,25,30,26,33,29,30,31,35,27
10,0,2,0,0,7,9,1,0,0
63,67,65,63,59,63,1,64,66,67
67,67,67,67,66,67,65,66,65,67
59,59,63,62,63,61,61,58,1,62
83,86,87,84,85,86,87,83,85,85
68,66,65,66,66,64,65,65,65,63
65,68,68,66,68,67,1,68,66,67
66,68,66,67,68,68,67,67,67,68
72,71,71,75,67,62,64,67,70,70
84,82,86,76,84,82,85,85,80,81
54,53,55,52,49,53,54,51,53,54
81,79,85,79,82,84,82,82,84,83
72,73,80,77,80,72,71,76,75,70
67,68,66,68,61,63,73,72,61,63
63,70,67,65,64,73,63,65,69,72
1,13,14,0,0,0,14,0,16,18
19,0,10,1,5,1,1,1,1,0
26,24,29,28,30,36,31,32,29,34
14,16,12,9,1,17,20,18,24,28
23,15,20,1,22,26,19,25,0,4
6,6,8,9,5,1,8,6,5,14
24,23,24,23,19,26,27,21,23,21
54,61,54,58,58,58,55,56,62,59
34,28,33,32,36,29,27,29,37,31
38,34,36,38,42,40,35,36,34,37
30,31,24,32,27,23,1,25,32,29
56,60,57,63,58,58,62,61,60,56
3,6,11,22,28,0,1,1,36,1
50,57,52,58,53,56,53,52,48,46
54,49,66,63,61,50,1,49,51,57
85,83,87,83,87,82,86,85,85,87
1,0,44,38,1,1,49,0,2,38
16,2,7,12,1,19,16,16,10,4
1,1,1,61,62,2,61,49,1,4
49,31,53,8,15,1,1,1,58,43
45,47,0,0,50,2,2,50,2,3
1,1,2,7,4,0,1,10,0,0
