15,12,14,12,12,20,6,12,7,10
25,57,24,21,18,57,14,57,24,22
2,9,6,6,1,6,55,2,5,11
14,10,10,11,9,11,11,10,16,13
4,8,5,10,3,3,2,0,2,5
8,6,7,15,8,5,55,4,10,3
57,16,14,21,26,20,57,18,15,27
3,9,12,7,53,1,4,3,5,54
14,53,13,55,55,8,11,24,6,54
48,20,7,28,11,6,11,21,13,11
53,54,39,45,10,32,23,18,54,55
54,47,53,51,9,8,54,12,7,49
54,7,51,12,10,8,10,54,18,13
5,11,18,23,50,23,21,18,53,49
2,3,0,1,1,2,1,0,1,0
2,10,2,4,2,0,0,1,1,1
1,0,1,0,0,1,0,1,2,2
0,0,1,0,1,2,0,0,0,2
3,2,2,1,0,2,0,2,2,3
0,1,0,0,2,1,0,0,1,1
0,1,1,0,1,0,0,0,1,0
2,1,3,1,1,2,1,1,1,1
2,1,1,0,0,0,2,0,2,0
2,0,0,1,0,2,2,1,1,1
1,0,0,1,1,0,4,0,0,2
0,1,0,1,1,1,1,1,1,1
1,0,6,2,3,3,1,8,2,1
1,1,1,1,1,1,1,2,2,1
21,13,9,15,28,77,17,12,78,17
79,46,37,36,79,38,76,33,36,33
22,28,22,79,21,19,17,22,29,24
31,11,7,8,32,7,7,5,4,7
15,25,12,23,14,19,14,18,19,8
30,24,18,13,22,18,79,21,25,17
7,7,4,7,8,4,6,10,9,5
6,4,2,6,7,6,4,2,8,6
32,7,6,4,6,5,8,6,8,13
24,28,27,22,22,23,21,32,79,24
12,14,9,12,7,11,8,9,17,8
7,10,7,7,17,10,11,32,32,11
22,21,30,30,15,30,32,32,25,31
7,10,11,10,10,9,11,15,14,32
0,2,2,1,1,0,1,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,1,1,33,1,2
1,2,0,1,0,5,2,1,1,3
0,0,1,0,2,0,0,0,0,0
2,1,1,1,0,1,1,0,2,4
0,2,0,4,32,33,1,2,0,3
77,14,22,17,76,11,77,77,15,14
3,5,9,10,9,9,76,5,5,5
5,33,8,6,4,2,8,3,5,4
15,15,78,14,13,78,17,16,77,15
2,2,2,1,5,5,3,1,1,0
4,2,3,4,2,3,1,4,2,2
6,3,7,10,7,10,5,77,8,77
1,1,3,1,2,1,1,2,0,3
2,2,2,0,3,0,2,1,1,0
0,1,2,2,0,1,4,0,0,0
5,4,3,4,1,0,4,6,4,8
0,3,1,3,6,1,3,2,1,3
5,2,4,0,2,3,1,6,0,4
2,4,1,23,2,3,1,2,3,2
44,44,39,44,43,44,44,44,34,44
41,22,43,32,41,44,21,43,43,36
20,20,18,16,23,23,22,23,19,23
44,44,29,20,28,44,26,44,22,44
11,10,16,16,9,10,7,7,15,6
16,13,10,14,9,15,12,12,9,15
34,44,42,44,44,35,35,43,44,44
5,1,3,5,9,5,67,4,2,1
1,1,1,1,2,1,3,2,3,1
9,9,5,6,5,7,7,10,67,6
6,3,2,5,4,3,2,6,4,4
0,1,1,0,0,0,0,0,0,1
2,0,0,2,0,1,67,0,2,1
2,0,2,1,0,0,1,1,1,0
3,5,1,3,6,6,6,9,3,3
0,1,0,0,2,0,0,0,1,0
2,4,4,2,1,5,3,0,0,3
8,10,4,10,7,5,6,7,5,6
0,7,2,2,4,2,4,3,2,6
1,5,4,3,4,4,3,4,3,3
5,1,2,1,3,1,5,3,5,2
44,5,7,45,45,45,6,45,3,8
13,45,16,23,18,44,44,33,44,45
4,5,1,4,3,0,2,5,4,5
14,16,15,6,65,12,10,8,5,11
21,30,21,44,20,19,22,20,45,41
4,0,1,3,2,44,0,1,2,1
5,4,0,3,5,2,3,4,0,0
2,2,4,2,0,1,3,4,1,1
7,10,11,13,8,13,4,8,9,11
4,4,6,2,1,3,4,5,4,4
5,4,6,7,3,4,64,5,6,2
10,6,9,3,8,8,4,5,6,10
63,42,48,16,29,66,65,65,25,65
9,1,7,7,8,6,8,9,11,17
36,42,23,27,29,38,90,41,38,34
5,7,4,7,3,9,4,5,5,4
90,91,36,37,89,90,34,91,89,45
5,19,14,9,20,2,5,5,11,17
90,90,90,30,29,89,30,41,90,87
42,60,38,83,76,90,90,90,33,48
41,24,91,91,34,89,89,36,89,88
20,20,19,14,17,21,20,11,21,21
0,1,3,2,3,2,1,1,3,3
19,17,18,18,90,16,17,18,19,25
3,6,3,3,2,2,2,3,2,6
2,3,21,5,4,6,3,3,5,4
5,2,4,4,4,2,4,2,3,2
5,1,5,7,21,1,5,6,5,5
3,14,6,13,14,12,14,14,14,10
3,3,4,3,1,3,3,2,3,1
11,13,13,13,5,6,13,12,6,13
5,10,12,8,7,8,10,3,5,12
7,14,10,7,5,10,13,13,4,9
14,14,14,7,14,13,12,13,12,14
8,13,14,13,14,10,10,11,3,11
11,8,10,6,5,9,11,6,7,11
3,5,2,4,3,2,2,3,2,3
0,1,0,0,0,0,0,2,0,1
0,0,0,0,0,2,1,1,0,11
0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,2,0,0,1,0
0,0,0,1,2,0,0,2,2,0
6,3,4,4,2,6,4,3,3,3
7,3,3,3,5,4,5,1,3,5
11,3,9,8,12,3,4,60,8,3
7,2,2,57,5,1,3,2,5,5
6,3,3,5,2,3,2,1,6,5
2,3,3,3,5,1,4,2,8,6
5,3,1,4,1,2,6,2,2,1
6,9,8,10,11,5,6,7,10,5
6,5,4,3,4,2,10,6,6,4
10,9,5,10,10,5,8,9,11,11
6,8,6,12,8,4,7,8,11,7
7,8,3,12,4,7,17,2,8,5
8,12,8,11,13,8,8,10,6,6
11,7,6,9,7,7,15,9,10,8
2,2,1,2,3,0,5,0,0,3
2,4,1,4,1,2,2,1,2,3
1,1,1,0,2,1,0,0,2,2
3,3,3,2,2,2,6,5,4,4
1,3,4,2,3,3,2,2,5,3
3,2,3,2,1,3,2,0,1,1
2,2,1,0,1,2,1,1,3,1
8,5,5,7,12,7,5,81,9,11
9,7,5,8,6,10,11,8,6,8
2,3,8,6,6,3,6,4,7,1
3,3,0,3,5,3,3,6,3,6
6,3,4,5,13,7,5,10,8,6
12,13,15,13,11,11,16,11,13,19
7,8,11,7,14,7,13,6,9,8
71,80,81,81,81,80,81,79,80,81
81,81,81,81,81,81,81,81,81,81
82,82,82,82,81,81,81,81,82,82
34,30,32,30,34,34,34,34,34,34
62,80,53,43,75,73,81,46,81,69
82,80,81,80,81,81,81,81,82,80
13,6,13,19,9,4,5,12,81,9
7,4,2,4,3,7,3,2,3,5
0,34,34,34,2,7,4,5,34,3
20,16,21,18,79,12,16,17,16,17
14,4,23,30,16,10,16,11,21,13
10,6,34,3,5,7,12,10,3,5
35,34,34,30,25,33,33,34,34,25
