grass_regrowth_time,sheep_gain_from_food,sheep_reproduce,wolf_gain_from_food,wolf_reproduce,scenario,policy,model
18.7890625,1.6767578125,0.05666992187500001,35.4541015625,0.056435546875000006,0,None,WolfSheep
46.2890625,1.6767578125,0.05666992187500001,35.4541015625,0.056435546875000006,1,None,WolfSheep
18.7890625,1.3212890625,0.05666992187500001,35.4541015625,0.056435546875000006,2,None,WolfSheep
18.7890625,1.6767578125,0.09094726562500001,35.4541015625,0.056435546875000006,3,None,WolfSheep
18.7890625,1.6767578125,0.05666992187500001,27.5439453125,0.056435546875000006,4,None,WolfSheep
18.7890625,1.6767578125,0.05666992187500001,35.4541015625,0.029013671875,5,None,WolfSheep
18.7890625,1.3212890625,0.09094726562500001,27.5439453125,0.029013671875,6,None,WolfSheep
46.2890625,1.6767578125,0.09094726562500001,27.5439453125,0.029013671875,7,None,WolfSheep
46.2890625,1.3212890625,0.05666992187500001,27.5439453125,0.029013671875,8,None,WolfSheep
46.2890625,1.3212890625,0.09094726562500001,35.4541015625,0.029013671875,9,None,WolfSheep
46.2890625,1.3212890625,0.09094726562500001,27.5439453125,0.056435546875000006,10,None,WolfSheep
46.2890625,1.3212890625,0.09094726562500001,27.5439453125,0.029013671875,11,None,WolfSheep
38.7890625,5.1767578125,0.011669921875000001,12.9541015625,0.12143554687500001,12,None,WolfSheep
26.2890625,5.1767578125,0.011669921875000001,12.9541015625,0.12143554687500001,13,None,WolfSheep
38.7890625,4.8212890625,0.011669921875000001,12.9541015625,0.12143554687500001,14,None,WolfSheep
38.7890625,5.1767578125,0.045947265625000004,12.9541015625,0.12143554687500001,15,None,WolfSheep
38.7890625,5.1767578125,0.011669921875000001,5.0439453125,0.12143554687500001,16,None,WolfSheep
38.7890625,5.1767578125,0.011669921875000001,12.9541015625,0.09401367187500001,17,None,WolfSheep
38.7890625,4.8212890625,0.045947265625000004,5.0439453125,0.09401367187500001,18,None,WolfSheep
26.2890625,5.1767578125,0.045947265625000004,5.0439453125,0.09401367187500001,19,None,WolfSheep
26.2890625,4.8212890625,0.011669921875000001,5.0439453125,0.09401367187500001,20,None,WolfSheep
26.2890625,4.8212890625,0.045947265625000004,12.9541015625,0.09401367187500001,21,None,WolfSheep
26.2890625,4.8212890625,0.045947265625000004,5.0439453125,0.12143554687500001,22,None,WolfSheep
26.2890625,4.8212890625,0.045947265625000004,5.0439453125,0.09401367187500001,23,None,WolfSheep
48.7890625,3.4267578125,0.07916992187500001,46.7041015625,0.08893554687500001,24,None,WolfSheep
16.2890625,3.4267578125,0.07916992187500001,46.7041015625,0.08893554687500001,25,None,WolfSheep
48.7890625,3.0712890625,0.07916992187500001,46.7041015625,0.08893554687500001,26,None,WolfSheep
48.7890625,3.4267578125,0.023447265625,46.7041015625,0.08893554687500001,27,None,WolfSheep
48.7890625,3.4267578125,0.07916992187500001,16.2939453125,0.08893554687500001,28,None,WolfSheep
48.7890625,3.4267578125,0.07916992187500001,46.7041015625,0.126513671875,29,None,WolfSheep
48.7890625,3.0712890625,0.023447265625,16.2939453125,0.126513671875,30,None,WolfSheep
16.2890625,3.4267578125,0.023447265625,16.2939453125,0.126513671875,31,None,WolfSheep
16.2890625,3.0712890625,0.07916992187500001,16.2939453125,0.126513671875,32,None,WolfSheep
16.2890625,3.0712890625,0.023447265625,46.7041015625,0.126513671875,33,None,WolfSheep
16.2890625,3.0712890625,0.023447265625,16.2939453125,0.08893554687500001,34,None,WolfSheep
16.2890625,3.0712890625,0.023447265625,16.2939453125,0.126513671875,35,None,WolfSheep
28.7890625,6.9267578125,0.034169921875,24.2041015625,0.023935546875,36,None,WolfSheep
36.2890625,6.9267578125,0.034169921875,24.2041015625,0.023935546875,37,None,WolfSheep
28.7890625,6.5712890625,0.034169921875,24.2041015625,0.023935546875,38,None,WolfSheep
28.7890625,6.9267578125,0.068447265625,24.2041015625,0.023935546875,39,None,WolfSheep
28.7890625,6.9267578125,0.034169921875,38.7939453125,0.023935546875,40,None,WolfSheep
28.7890625,6.9267578125,0.034169921875,24.2041015625,0.061513671874999995,41,None,WolfSheep
28.7890625,6.5712890625,0.068447265625,38.7939453125,0.061513671874999995,42,None,WolfSheep
36.2890625,6.9267578125,0.068447265625,38.7939453125,0.061513671874999995,43,None,WolfSheep
36.2890625,6.5712890625,0.034169921875,38.7939453125,0.061513671874999995,44,None,WolfSheep
36.2890625,6.5712890625,0.068447265625,24.2041015625,0.061513671874999995,45,None,WolfSheep
36.2890625,6.5712890625,0.068447265625,38.7939453125,0.023935546875,46,None,WolfSheep
36.2890625,6.5712890625,0.068447265625,38.7939453125,0.061513671874999995,47,None,WolfSheep
23.7890625,4.3017578125,0.022919921875000002,18.5791015625,0.040185546875000006,48,None,WolfSheep
41.2890625,4.3017578125,0.022919921875000002,18.5791015625,0.040185546875000006,49,None,WolfSheep
23.7890625,3.9462890625,0.022919921875000002,18.5791015625,0.040185546875000006,50,None,WolfSheep
23.7890625,4.3017578125,0.012197265625,18.5791015625,0.040185546875000006,51,None,WolfSheep
23.7890625,4.3017578125,0.022919921875000002,21.9189453125,0.040185546875000006,52,None,WolfSheep
23.7890625,4.3017578125,0.022919921875000002,18.5791015625,0.11026367187500001,53,None,WolfSheep
23.7890625,3.9462890625,0.012197265625,21.9189453125,0.11026367187500001,54,None,WolfSheep
41.2890625,4.3017578125,0.012197265625,21.9189453125,0.11026367187500001,55,None,WolfSheep
41.2890625,3.9462890625,0.022919921875000002,21.9189453125,0.11026367187500001,56,None,WolfSheep
41.2890625,3.9462890625,0.012197265625,18.5791015625,0.11026367187500001,57,None,WolfSheep
41.2890625,3.9462890625,0.012197265625,21.9189453125,0.040185546875000006,58,None,WolfSheep
41.2890625,3.9462890625,0.012197265625,21.9189453125,0.11026367187500001,59,None,WolfSheep
43.7890625,7.8017578125,0.06791992187500001,41.0791015625,0.10518554687500001,60,None,WolfSheep
21.2890625,7.8017578125,0.06791992187500001,41.0791015625,0.10518554687500001,61,None,WolfSheep
43.7890625,7.4462890625,0.06791992187500001,41.0791015625,0.10518554687500001,62,None,WolfSheep
43.7890625,7.8017578125,0.05719726562500001,41.0791015625,0.10518554687500001,63,None,WolfSheep
43.7890625,7.8017578125,0.06791992187500001,44.4189453125,0.10518554687500001,64,None,WolfSheep
43.7890625,7.8017578125,0.06791992187500001,41.0791015625,0.045263671875,65,None,WolfSheep
43.7890625,7.4462890625,0.05719726562500001,44.4189453125,0.045263671875,66,None,WolfSheep
21.2890625,7.8017578125,0.05719726562500001,44.4189453125,0.045263671875,67,None,WolfSheep
21.2890625,7.4462890625,0.06791992187500001,44.4189453125,0.045263671875,68,None,WolfSheep
21.2890625,7.4462890625,0.05719726562500001,41.0791015625,0.045263671875,69,None,WolfSheep
21.2890625,7.4462890625,0.05719726562500001,44.4189453125,0.10518554687500001,70,None,WolfSheep
21.2890625,7.4462890625,0.05719726562500001,44.4189453125,0.045263671875,71,None,WolfSheep
33.7890625,2.5517578125,0.045419921875000005,7.3291015625,0.137685546875,72,None,WolfSheep
11.2890625,2.5517578125,0.045419921875000005,7.3291015625,0.137685546875,73,None,WolfSheep
33.7890625,2.1962890625,0.045419921875000005,7.3291015625,0.137685546875,74,None,WolfSheep
33.7890625,2.5517578125,0.079697265625,7.3291015625,0.137685546875,75,None,WolfSheep
33.7890625,2.5517578125,0.045419921875000005,33.1689453125,0.137685546875,76,None,WolfSheep
33.7890625,2.5517578125,0.045419921875000005,7.3291015625,0.077763671875,77,None,WolfSheep
33.7890625,2.1962890625,0.079697265625,33.1689453125,0.077763671875,78,None,WolfSheep
11.2890625,2.5517578125,0.079697265625,33.1689453125,0.077763671875,79,None,WolfSheep
11.2890625,2.1962890625,0.045419921875000005,33.1689453125,0.077763671875,80,None,WolfSheep
11.2890625,2.1962890625,0.079697265625,7.3291015625,0.077763671875,81,None,WolfSheep
11.2890625,2.1962890625,0.079697265625,33.1689453125,0.137685546875,82,None,WolfSheep
11.2890625,2.1962890625,0.079697265625,33.1689453125,0.077763671875,83,None,WolfSheep
13.7890625,6.0517578125,0.090419921875,29.8291015625,0.072685546875,84,None,WolfSheep
31.2890625,6.0517578125,0.090419921875,29.8291015625,0.072685546875,85,None,WolfSheep
13.7890625,5.6962890625,0.090419921875,29.8291015625,0.072685546875,86,None,WolfSheep
13.7890625,6.0517578125,0.034697265625,29.8291015625,0.072685546875,87,None,WolfSheep
13.7890625,6.0517578125,0.090419921875,10.6689453125,0.072685546875,88,None,WolfSheep
13.7890625,6.0517578125,0.090419921875,29.8291015625,0.142763671875,89,None,WolfSheep
13.7890625,5.6962890625,0.034697265625,10.6689453125,0.142763671875,90,None,WolfSheep
31.2890625,6.0517578125,0.034697265625,10.6689453125,0.142763671875,91,None,WolfSheep
31.2890625,5.6962890625,0.090419921875,10.6689453125,0.142763671875,92,None,WolfSheep
31.2890625,5.6962890625,0.034697265625,29.8291015625,0.142763671875,93,None,WolfSheep
31.2890625,5.6962890625,0.034697265625,10.6689453125,0.072685546875,94,None,WolfSheep
31.2890625,5.6962890625,0.034697265625,10.6689453125,0.142763671875,95,None,WolfSheep
12.5390625,2.3330078125,0.014482421875000002,25.6103515625,0.10112304687500001,96,None,WolfSheep
20.0390625,2.3330078125,0.014482421875000002,25.6103515625,0.10112304687500001,97,None,WolfSheep
12.5390625,7.6650390625,0.014482421875000002,25.6103515625,0.10112304687500001,98,None,WolfSheep
12.5390625,2.3330078125,0.08250976562500001,25.6103515625,0.10112304687500001,99,None,WolfSheep
12.5390625,2.3330078125,0.014482421875000002,6.4501953125,0.10112304687500001,100,None,WolfSheep
12.5390625,2.3330078125,0.014482421875000002,25.6103515625,0.073701171875,101,None,WolfSheep
12.5390625,7.6650390625,0.08250976562500001,6.4501953125,0.073701171875,102,None,WolfSheep
20.0390625,2.3330078125,0.08250976562500001,6.4501953125,0.073701171875,103,None,WolfSheep
20.0390625,7.6650390625,0.014482421875000002,6.4501953125,0.073701171875,104,None,WolfSheep
20.0390625,7.6650390625,0.08250976562500001,25.6103515625,0.073701171875,105,None,WolfSheep
20.0390625,7.6650390625,0.08250976562500001,6.4501953125,0.10112304687500001,106,None,WolfSheep
20.0390625,7.6650390625,0.08250976562500001,6.4501953125,0.073701171875,107,None,WolfSheep
32.5390625,5.8330078125,0.05948242187500001,48.1103515625,0.036123046875,108,None,WolfSheep
40.0390625,5.8330078125,0.05948242187500001,48.1103515625,0.036123046875,109,None,WolfSheep
32.5390625,4.1650390625,0.05948242187500001,48.1103515625,0.036123046875,110,None,WolfSheep
32.5390625,5.8330078125,0.037509765625000004,48.1103515625,0.036123046875,111,None,WolfSheep
32.5390625,5.8330078125,0.05948242187500001,28.9501953125,0.036123046875,112,None,WolfSheep
32.5390625,5.8330078125,0.05948242187500001,48.1103515625,0.138701171875,113,None,WolfSheep
32.5390625,4.1650390625,0.037509765625000004,28.9501953125,0.138701171875,114,None,WolfSheep
40.0390625,5.8330078125,0.037509765625000004,28.9501953125,0.138701171875,115,None,WolfSheep
40.0390625,4.1650390625,0.05948242187500001,28.9501953125,0.138701171875,116,None,WolfSheep
40.0390625,4.1650390625,0.037509765625000004,48.1103515625,0.138701171875,117,None,WolfSheep
40.0390625,4.1650390625,0.037509765625000004,28.9501953125,0.036123046875,118,None,WolfSheep
40.0390625,4.1650390625,0.037509765625000004,28.9501953125,0.138701171875,119,None,WolfSheep
42.5390625,4.0830078125,0.036982421875000004,14.3603515625,0.068623046875,120,None,WolfSheep
30.0390625,4.0830078125,0.036982421875000004,14.3603515625,0.068623046875,121,None,WolfSheep
42.5390625,5.9150390625,0.036982421875000004,14.3603515625,0.068623046875,122,None,WolfSheep
42.5390625,4.0830078125,0.015009765625000001,14.3603515625,0.068623046875,123,None,WolfSheep
42.5390625,4.0830078125,0.036982421875000004,40.2001953125,0.068623046875,124,None,WolfSheep
42.5390625,4.0830078125,0.036982421875000004,14.3603515625,0.106201171875,125,None,WolfSheep
42.5390625,5.9150390625,0.015009765625000001,40.2001953125,0.106201171875,126,None,WolfSheep
30.0390625,4.0830078125,0.015009765625000001,40.2001953125,0.106201171875,127,None,WolfSheep
30.0390625,5.9150390625,0.036982421875000004,40.2001953125,0.106201171875,128,None,WolfSheep
30.0390625,5.9150390625,0.015009765625000001,14.3603515625,0.106201171875,129,None,WolfSheep
30.0390625,5.9150390625,0.015009765625000001,40.2001953125,0.068623046875,130,None,WolfSheep
30.0390625,5.9150390625,0.015009765625000001,40.2001953125,0.106201171875,131,None,WolfSheep
22.5390625,7.5830078125,0.081982421875,36.8603515625,0.133623046875,132,None,WolfSheep
10.0390625,7.5830078125,0.081982421875,36.8603515625,0.133623046875,133,None,WolfSheep
22.5390625,2.4150390625,0.081982421875,36.8603515625,0.133623046875,134,None,WolfSheep
22.5390625,7.5830078125,0.06000976562500001,36.8603515625,0.133623046875,135,None,WolfSheep
22.5390625,7.5830078125,0.081982421875,17.7001953125,0.133623046875,136,None,WolfSheep
22.5390625,7.5830078125,0.081982421875,36.8603515625,0.041201171875,137,None,WolfSheep
22.5390625,2.4150390625,0.06000976562500001,17.7001953125,0.041201171875,138,None,WolfSheep
10.0390625,7.5830078125,0.06000976562500001,17.7001953125,0.041201171875,139,None,WolfSheep
10.0390625,2.4150390625,0.081982421875,17.7001953125,0.041201171875,140,None,WolfSheep
10.0390625,2.4150390625,0.06000976562500001,36.8603515625,0.041201171875,141,None,WolfSheep
10.0390625,2.4150390625,0.06000976562500001,17.7001953125,0.133623046875,142,None,WolfSheep
10.0390625,2.4150390625,0.06000976562500001,17.7001953125,0.041201171875,143,None,WolfSheep
27.5390625,3.2080078125,0.070732421875,31.2353515625,0.149873046875,144,None,WolfSheep
