130.0,130.0,130.0,130.0,130.0
67.0,67.0,67.0,67.0,67.0
54.0,54.0,54.0,54.0,54.0
230.0,230.0,230.0,230.0,230.0
3.0,3.0,3.0,3.0,3.0
40.0,40.0,40.0,40.0,40.0
115.0,115.0,115.0,115.0,115.0
42.0,42.0,42.0,42.0,42.0
100.0,100.0,100.0,100.0,100.0
256.0,256.0,256.0,256.0,256.0
3.0,3.0,3.0,3.0,3.0
124.0,124.0,124.0,124.0,124.0
137.0,137.0,137.0,137.0,137.0
148.0,148.0,148.0,148.0,148.0
308.0,308.0,308.0,308.0,308.0
91.0,91.0,91.0,91.0,91.0
129.0,129.0,129.0,129.0,129.0
18.0,18.0,18.0,18.0,18.0
190.0,190.0,190.0,190.0,190.0
14.0,14.0,14.0,14.0,14.0
113.0,113.0,113.0,113.0,113.0
42.0,42.0,42.0,42.0,42.0
88.0,88.0,88.0,88.0,88.0
112.0,112.0,112.0,112.0,112.0
174.0,174.0,174.0,174.0,174.0
149.0,149.0,149.0,149.0,149.0
114.0,114.0,114.0,114.0,114.0
126.0,126.0,126.0,126.0,126.0
18.0,18.0,18.0,18.0,18.0
35.0,35.0,35.0,35.0,35.0
98.0,98.0,98.0,98.0,98.0
139.0,139.0,139.0,139.0,139.0
44.0,44.0,44.0,44.0,44.0
108.0,108.0,108.0,108.0,108.0
193.0,193.0,193.0,193.0,193.0
3.0,3.0,3.0,3.0,3.0
115.0,115.0,115.0,115.0,115.0
188.0,188.0,188.0,188.0,188.0
28.0,28.0,28.0,28.0,28.0
249.0,249.0,249.0,249.0,249.0
43.0,43.0,43.0,43.0,43.0
9.0,9.0,9.0,9.0,9.0
134.0,134.0,134.0,134.0,134.0
9.0,9.0,9.0,9.0,9.0
26.0,26.0,26.0,26.0,26.0
119.0,119.0,119.0,119.0,119.0
207.0,207.0,207.0,207.0,207.0
116.0,116.0,116.0,116.0,116.0
175.0,175.0,175.0,175.0,175.0
262.0,262.0,262.0,262.0,262.0
172.0,172.0,172.0,172.0,172.0
17.0,17.0,17.0,17.0,17.0
13.0,13.0,13.0,13.0,13.0
37.0,37.0,37.0,37.0,37.0
182.0,182.0,182.0,182.0,182.0
140.0,140.0,140.0,140.0,140.0
208.0,208.0,208.0,208.0,208.0
96.0,96.0,96.0,96.0,96.0
69.0,69.0,69.0,69.0,69.0
89.0,89.0,89.0,89.0,89.0
186.0,186.0,186.0,186.0,186.0
243.0,243.0,243.0,243.0,243.0
82.0,82.0,82.0,82.0,82.0
113.0,113.0,113.0,113.0,113.0
126.0,126.0,126.0,126.0,126.0
188.0,188.0,188.0,188.0,188.0
183.0,183.0,183.0,183.0,183.0
183.0,183.0,183.0,183.0,183.0
73.0,73.0,73.0,73.0,73.0
29.0,29.0,29.0,29.0,29.0
248.0,248.0,248.0,248.0,248.0
72.0,72.0,72.0,72.0,72.0
18.0,18.0,18.0,18.0,18.0
286.0,286.0,286.0,286.0,286.0
1.0,1.0,1.0,1.0,1.0
124.0,124.0,124.0,124.0,124.0
145.0,145.0,145.0,145.0,145.0
105.0,105.0,105.0,105.0,105.0
152.0,152.0,152.0,152.0,152.0
183.0,183.0,183.0,183.0,183.0
123.0,123.0,123.0,123.0,123.0
77.0,77.0,77.0,77.0,77.0
178.0,178.0,178.0,178.0,178.0
147.0,147.0,147.0,147.0,147.0
201.0,201.0,201.0,201.0,201.0
2.0,2.0,2.0,2.0,2.0
167.0,167.0,167.0,167.0,167.0
233.0,233.0,233.0,233.0,233.0
200.0,200.0,200.0,200.0,200.0
33.0,33.0,33.0,33.0,33.0
151.0,151.0,151.0,151.0,151.0
158.0,158.0,158.0,158.0,158.0
199.0,199.0,199.0,199.0,199.0
114.0,114.0,114.0,114.0,114.0
157.0,157.0,157.0,157.0,157.0
172.0,172.0,172.0,172.0,172.0
115.0,115.0,115.0,115.0,115.0
9.0,9.0,9.0,9.0,9.0
91.0,91.0,91.0,91.0,91.0
92.0,92.0,92.0,92.0,92.0
